Sample UID,Observation UID,Sample Site UID,Dummy Sample,Circulation,Category Group Name,Project Number,Project Title,Project Region,Project Group Name,Campaign Name,Sample Site Name,Latitude,Longitude,Altitude,WMO Code,Country ISO Code,Sample Site Type Name,Sample Name,Sample Date,Sample Date Accuracy,Lith Adj Code,Lith Adj Name,Lith Noun Code,Lith Noun Name,Period From,Period To,Min Depth,Max Depth,Sampling Method Code,Sampling Method Name,Sample Media Type Code,Sample Media Type Name,Sample Info,Measurand Symbol,Observation Method Code,Observation Method Name,Measurand Prefix,Measurand Amount,Measurand Uncertainty,Measurand Unit,Observation Date,Observation Date Accuracy,Field Preparation Method Name,Data Provider Code,Data Provider Name,Quality Flag Code,Quality Flag Name
0554701e-a038-42f0-8422-b8ef920b431f,5089998c-baba-4d00-a7b4-08ea4eab3be0,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198907,1989-07-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-07-01T00:00:00.0000000+02:00,1989-07-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,H2,,,,-40.4,,‰ vs VSMOW-SLAP,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
0554701e-a038-42f0-8422-b8ef920b431f,d8db0fc0-6438-4843-a94d-75121ad69697,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198907,1989-07-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-07-01T00:00:00.0000000+02:00,1989-07-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,H3,,,,24.8,,TU,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
0554701e-a038-42f0-8422-b8ef920b431f,01b94083-e206-493e-b5b4-294cfd2f5f0f,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198907,1989-07-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-07-01T00:00:00.0000000+02:00,1989-07-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,Vp,,,,13.6,,hPa,,None,,42,Field measurement,,
0554701e-a038-42f0-8422-b8ef920b431f,2805d263-86cc-48ac-84e3-6ba1ecff4562,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198907,1989-07-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-07-01T00:00:00.0000000+02:00,1989-07-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,Precipitation,,,,44,,mm,,None,,42,Field measurement,,
0554701e-a038-42f0-8422-b8ef920b431f,d53145ac-8210-4d3d-86c3-40dfe8a843a8,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198907,1989-07-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-07-01T00:00:00.0000000+02:00,1989-07-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,TempAir,,,,18.6,,°C,,None,,42,Field measurement,,
594ff9a1-11e0-4b02-b9c7-0269539226ea,0ddbebff-ced1-4b0c-b8fc-ce9cb6edbf5d,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198908,1989-08-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-08-01T00:00:00.0000000+02:00,1989-08-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,O18,,,,-8.6,,‰ vs VSMOW-SLAP,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
594ff9a1-11e0-4b02-b9c7-0269539226ea,4903a490-1bee-4518-93c5-67fcbaacae84,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198908,1989-08-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-08-01T00:00:00.0000000+02:00,1989-08-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,H2,,,,-63,,‰ vs VSMOW-SLAP,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
594ff9a1-11e0-4b02-b9c7-0269539226ea,e0a8d119-c02a-4922-8023-f62fe888da21,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198908,1989-08-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-08-01T00:00:00.0000000+02:00,1989-08-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,H3,,,,35,,TU,,None,,185,Umweltforschungszentrum Leipzig-Halle GmbH,,
594ff9a1-11e0-4b02-b9c7-0269539226ea,c7336e08-c2c2-4f82-8c35-c1219a4509f7,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198908,1989-08-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-08-01T00:00:00.0000000+02:00,1989-08-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,Vp,,,,13.5,,hPa,,None,,42,Field measurement,,
594ff9a1-11e0-4b02-b9c7-0269539226ea,7d408046-26be-44ed-bda2-5eda6bf5e26f,a9686ad4-415a-4836-8695-bd2178655d2f,FALSE,Public,Precipitation,GNIP/M/DE/04,GNIP/Germany (UFZ Leipzig-Halle),Germany (Leipzig),GNIP - Monthly,Historic,LEIPZIG,51.35,12.43,125,1046900,DE,Precipitation collectors - unknown,198908,1989-08-15T00:00:00.0000000+02:00,Month,,,XXXX,Lithology Undefined,1989-08-01T00:00:00.0000000+02:00,1989-08-31T00:00:00.0000000+02:00,,,,,WPX,Precipitation - type unavailable,,Precipitation,,,,29,,mm,,None,,42,Field measurement,,
